students
,stud.id,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
4867,176027,Female,24,161,66.2,Catholic,1.23,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
4868,882825,Female,19,155,60.1,Catholic,1.43,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
4869,499774,Female,22,161,62.6,Catholic,1.57,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
4870,498917,Female,24,159,62.2,Catholic,3.59,3rd,Political Science,Environmental Sciences,55,58,1,0,NA
4871,629831,Female,23,156,65.8,Catholic,2.74,>6th,Environmental Sciences,Social Sciences,82,63,0,1,37312.8535684816
4872,288760,Female,22,172,71.2,Catholic,1.64,3rd,Biology,Mathematics and Statistics,74,84,1,0,NA
4873,244797,Male,20,189,91,Other,1.37,3rd,Mathematics and Statistics,Political Science,89,92,1,0,NA
4874,256759,Male,21,171,71.5,Protestant,2.38,>6th,Environmental Sciences,Economics and Finance,72,72,0,0,NA
4875,400418,Female,20,159,65.3,Catholic,1.47,3rd,Environmental Sciences,Mathematics and Statistics,66,69,1,0,NA
4876,681365,Male,25,190,89.2,Catholic,1.99,4th,Mathematics and Statistics,Biology,86,88,1,1,39111.9216043801
4877,629392,Female,46,162,63.7,Protestant,2.43,1st,Social Sciences,Political Science,NA,NA,0,0,NA
4878,252864,Male,24,164,67.7,Catholic,2.36,3rd,Environmental Sciences,Biology,78,74,0,0,NA
4879,733322,Female,20,168,70.6,Other,3.5,2nd,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
4880,599781,Male,20,167,71.1,Orthodox,2.56,5th,Political Science,Environmental Sciences,62,64,1,0,NA
4881,607816,Male,24,175,76.9,Protestant,1.11,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
4882,314608,Female,24,148,61.7,Catholic,1.14,1st,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
4883,741312,Male,20,180,79.4,Catholic,1.83,1st,Biology,Economics and Finance,NA,NA,0,0,NA
4884,320874,Male,23,183,80.1,Protestant,2.31,2nd,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
4885,443529,Male,20,175,73.5,Protestant,1.14,3rd,Environmental Sciences,Political Science,71,65,0,0,NA
4886,193226,Female,19,164,68.1,Catholic,3.21,5th,Political Science,Environmental Sciences,60,55,1,1,53908.5994961272
4887,805428,Male,20,173,71.6,Protestant,1.07,4th,Biology,Environmental Sciences,75,84,1,1,52275.2767534756
4888,582282,Male,22,177,73.7,Catholic,3.12,5th,Biology,Political Science,84,77,1,1,53268.1175296231
4889,247949,Male,24,176,76.3,Muslim,3.15,5th,Mathematics and Statistics,Environmental Sciences,86,85,1,0,NA
4890,242831,Female,19,178,75.2,Catholic,3.43,>6th,Biology,Mathematics and Statistics,73,78,1,1,41079.4231814346
4891,813104,Female,18,162,68.9,Catholic,2.82,1st,Political Science,Biology,NA,NA,0,0,NA
4892,820505,Male,23,183,81.9,Catholic,1.22,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
4893,665544,Female,39,165,68.5,Catholic,2.09,3rd,Environmental Sciences,Mathematics and Statistics,73,76,0,0,NA
4894,111442,Female,24,172,74.2,Other,1.97,4th,Environmental Sciences,Economics and Finance,72,75,1,0,NA
4895,654527,Male,20,172,71.4,Other,2.19,5th,Biology,Mathematics and Statistics,84,75,0,1,61861.8622029062
4896,576610,Female,24,187,84.7,Other,1.05,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
4897,664469,Male,22,188,82.4,Protestant,1.88,3rd,Social Sciences,Environmental Sciences,39,50,0,0,NA
4898,120552,Female,20,157,65,Catholic,1.19,4th,Environmental Sciences,Political Science,76,76,1,1,34967.704386866
4899,765821,Male,21,176,74.3,Other,2.45,5th,Environmental Sciences,Biology,75,70,1,1,48653.146786239
4900,482774,Male,24,185,88,Other,2.24,6th,Biology,Social Sciences,81,76,0,1,43245.1865592534
4901,201678,Male,21,179,75.6,Other,2.32,5th,Political Science,Economics and Finance,60,64,0,1,43791.2120189123
4902,303995,Female,45,183,80.4,Muslim,1.41,4th,Biology,Economics and Finance,69,77,0,0,NA
4903,439191,Male,22,180,79.3,Other,2.48,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
4904,930302,Male,29,171,67.1,Catholic,1.82,4th,Mathematics and Statistics,Biology,89,87,0,0,NA
4905,960279,Male,21,179,77.6,Catholic,1.65,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
4906,827886,Male,38,182,80.2,Other,2.82,3rd,Mathematics and Statistics,Political Science,89,94,1,0,NA
4907,741097,Female,24,154,61.6,Catholic,2.62,5th,Mathematics and Statistics,Environmental Sciences,88,89,0,0,NA
4908,672747,Male,21,179,77.2,Catholic,1.34,2nd,Biology,Social Sciences,NA,NA,0,0,NA
4909,259948,Male,20,176,75,Orthodox,1.6,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
4910,657940,Female,22,162,66.1,Catholic,2.7,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
4911,145631,Male,24,170,69.8,Orthodox,2.02,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
4912,421541,Female,22,167,72,Protestant,1.79,4th,Biology,Mathematics and Statistics,80,72,1,0,NA
4913,842862,Male,22,178,74,Other,2.69,3rd,Environmental Sciences,Social Sciences,75,72,1,0,NA
4914,111079,Female,20,172,69.1,Catholic,2.3,3rd,Political Science,Environmental Sciences,50,54,1,0,NA
4915,908850,Male,20,182,80.6,Catholic,1.2,>6th,Biology,Social Sciences,80,79,1,1,56317.5833215592
4916,289071,Male,19,187,83.3,Protestant,2.22,4th,Economics and Finance,Environmental Sciences,63,74,1,0,NA
4917,982853,Male,22,183,81.1,Catholic,1.88,3rd,Environmental Sciences,Social Sciences,68,78,0,0,NA
4918,661763,Male,21,177,77.9,Catholic,1.09,6th,Mathematics and Statistics,Political Science,90,90,1,1,42422.6350159032
4919,665315,Male,22,170,70.3,Catholic,2.26,3rd,Mathematics and Statistics,Environmental Sciences,88,91,1,0,NA
4920,868438,Female,23,190,90.2,Catholic,2.22,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
4921,738378,Female,20,177,77.2,Catholic,3,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
4922,370856,Male,21,177,70.1,Other,2.46,>6th,Social Sciences,Biology,39,44,1,1,32334.0441647964
4923,925809,Male,18,159,61.9,Catholic,1.45,5th,Economics and Finance,Political Science,74,62,1,1,39298.0072844754
4924,958502,Male,21,189,88.7,Protestant,1.79,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
4925,891367,Male,19,183,86.7,Catholic,3.44,2nd,Biology,Political Science,NA,NA,0,0,NA
4926,203428,Male,26,180,80.6,Catholic,1.39,3rd,Biology,Political Science,74,80,0,0,NA
4927,114060,Male,21,180,78.5,Other,1.47,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
4928,467322,Male,22,180,78.4,Catholic,1.71,6th,Mathematics and Statistics,Biology,87,93,1,0,NA
4929,373286,Female,59,169,70.7,Catholic,1.02,4th,Environmental Sciences,Mathematics and Statistics,71,72,1,0,NA
4930,680492,Female,22,157,60.2,Other,1.86,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
4931,545645,Female,21,166,66.2,Catholic,2.29,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
4932,813631,Female,18,149,59.7,Other,2.2,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
4933,562840,Female,22,160,65.9,Other,1.79,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
4934,501511,Male,21,176,77.9,Orthodox,1.72,4th,Economics and Finance,Environmental Sciences,65,61,0,0,NA
4935,641056,Male,21,185,82.3,Other,2.67,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
4936,838973,Female,20,179,81.4,Other,1.37,4th,Economics and Finance,Biology,59,65,0,0,NA
4937,153778,Male,21,182,78.8,Catholic,3.64,5th,Mathematics and Statistics,Political Science,92,93,1,0,NA
4938,500335,Male,24,183,79.8,Catholic,1.29,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
4939,792478,Male,21,179,76.5,Catholic,3.66,4th,Mathematics and Statistics,Political Science,88,89,1,0,NA
4940,542563,Female,21,156,62.7,Catholic,2.09,6th,Mathematics and Statistics,Biology,91,87,0,1,41133.1006287051
4941,226104,Female,20,165,67.9,Protestant,1.21,2nd,Biology,Political Science,NA,NA,0,0,NA
4942,717735,Male,21,191,90.3,Other,1.3,2nd,Biology,Political Science,NA,NA,0,0,NA
4943,912943,Male,24,179,82.5,Catholic,1.57,6th,Environmental Sciences,Political Science,75,66,0,1,37798.284049323
4944,673914,Male,21,178,77.7,Orthodox,1.47,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
4945,632650,Male,21,188,89.8,Other,2.28,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
4946,253803,Male,21,170,67.1,Other,1.21,6th,Environmental Sciences,Mathematics and Statistics,67,72,0,1,38513.0516753921
4947,668525,Male,20,176,74,Protestant,3.77,3rd,Social Sciences,Economics and Finance,39,44,1,0,NA
4948,134091,Female,22,168,68.5,Catholic,1.63,1st,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
4949,547241,Female,20,162,63.7,Protestant,1.47,4th,Mathematics and Statistics,Economics and Finance,91,88,0,1,45545.7923159513
4950,385506,Male,18,175,74.6,Catholic,1.62,>6th,Economics and Finance,Social Sciences,72,68,1,1,52062.5488888865
4951,262132,Female,20,165,67.1,Protestant,3.4,3rd,Social Sciences,Mathematics and Statistics,47,40,0,0,NA
4952,254713,Male,20,187,85.2,Catholic,2.25,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
4953,197837,Male,21,186,86.3,Other,3.14,5th,Biology,Mathematics and Statistics,77,84,0,1,55660.2041553748
4954,230783,Female,19,163,68.7,Catholic,3.02,2nd,Political Science,Biology,NA,NA,0,0,NA
4955,936675,Female,36,172,72.7,Protestant,3.76,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
4956,275203,Female,22,172,68,Other,1.95,3rd,Mathematics and Statistics,Political Science,89,90,1,0,NA
4957,895538,Female,21,154,65.4,Catholic,3.51,1st,Biology,Mathematics and Statistics,NA,NA,0,0,NA
4958,773726,Male,21,192,87.7,Catholic,1.98,5th,Economics and Finance,Biology,61,74,1,1,49474.9657390983
4959,849802,Male,21,193,91.9,Protestant,1.75,6th,Biology,Environmental Sciences,79,75,0,0,NA
4960,472743,Male,23,186,85.4,Catholic,1.27,3rd,Political Science,Economics and Finance,52,58,1,0,NA
4961,903572,Female,20,159,65.8,Protestant,1.23,2nd,Political Science,Biology,NA,NA,0,0,NA
4962,756854,Male,24,187,88.4,Catholic,2.22,5th,Political Science,Biology,63,55,0,1,55693.3573026054
4963,298291,Male,22,189,82.5,Other,3.89,3rd,Environmental Sciences,Biology,72,78,1,0,NA
4964,189679,Female,21,164,66.1,Other,1.63,1st,Social Sciences,Political Science,NA,NA,0,0,NA
4965,474195,Female,25,169,70.1,Other,2.82,1st,Biology,Economics and Finance,NA,NA,0,0,NA
4966,813344,Female,24,160,65,Protestant,1.12,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
4967,568160,Male,21,187,82.4,Protestant,2.89,6th,Economics and Finance,Environmental Sciences,68,65,1,0,NA
4968,275052,Female,20,158,64.4,Catholic,3.62,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
4969,490086,Male,21,188,83,Other,2.69,5th,Mathematics and Statistics,Political Science,90,93,0,1,67278.1129242992
4970,877468,Female,22,150,60.2,Orthodox,2.66,3rd,Political Science,Biology,54,57,1,0,NA
4971,165175,Female,26,159,65.1,Catholic,1.96,3rd,Biology,Mathematics and Statistics,83,82,0,0,NA
4972,721820,Male,22,171,66.5,Other,1.33,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
4973,769079,Male,21,181,76.4,Catholic,1.93,1st,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
4974,257005,Male,22,173,73,Catholic,1.74,2nd,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
4975,671203,Female,23,162,63.5,Catholic,3.35,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
4976,481361,Male,19,186,82.9,Protestant,1.1,4th,Biology,Economics and Finance,81,77,0,1,55726.0961029121
4977,951886,Male,25,182,82.4,Muslim,1.49,6th,Environmental Sciences,Mathematics and Statistics,75,74,0,0,NA
4978,921235,Female,22,166,63.5,Other,3.56,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
4979,387763,Male,22,177,75.4,Other,3.29,5th,Economics and Finance,Mathematics and Statistics,67,71,1,1,42533.4003768943
4980,728223,Male,26,184,81.8,Orthodox,1.75,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
4981,969474,Female,47,159,63.7,Other,2.51,4th,Biology,Economics and Finance,74,81,1,1,51963.779683901
4982,370389,Female,20,158,67.3,Protestant,1.58,1st,Political Science,Biology,NA,NA,0,0,NA
4983,906591,Male,21,176,77.7,Catholic,2.22,>6th,Economics and Finance,Social Sciences,66,60,0,0,NA
4984,658211,Male,22,170,69.9,Protestant,1.52,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
4985,197740,Male,22,175,77.1,Catholic,3.7,3rd,Social Sciences,Mathematics and Statistics,32,47,1,0,NA
4986,495022,Female,22,162,69.4,Protestant,1.67,1st,Biology,Economics and Finance,NA,NA,0,0,NA
4987,395840,Male,21,180,78.3,Other,2.31,5th,Economics and Finance,Biology,68,60,1,1,57948.6511182535
4988,862959,Female,26,162,66,Catholic,1.34,5th,Environmental Sciences,Social Sciences,79,76,1,1,31660.8711781219
4989,526366,Male,19,173,74.4,Protestant,2.93,6th,Biology,Environmental Sciences,72,85,1,1,53834.891251636
4990,263118,Female,22,164,71.2,Other,1.62,4th,Biology,Environmental Sciences,81,79,1,1,38989.6138697088
4991,896301,Male,19,189,83.5,Muslim,3.17,5th,Biology,Environmental Sciences,76,81,1,1,56015.6754375784
4992,553155,Female,19,170,71.6,Other,1.82,3rd,Political Science,Economics and Finance,50,57,1,0,NA
4993,555901,Male,19,168,70.6,Catholic,1.75,6th,Economics and Finance,Environmental Sciences,61,68,0,0,NA
4994,732714,Female,21,160,63.5,Other,1.28,2nd,Political Science,Social Sciences,NA,NA,0,0,NA
4995,846749,Male,22,184,77.3,Other,3.72,3rd,Environmental Sciences,Mathematics and Statistics,73,66,0,0,NA
4996,665944,Female,23,146,57,Other,2.64,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
4997,441559,Female,21,174,72.7,Protestant,1.37,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
4998,348822,Female,20,157,64.5,Catholic,1.96,4th,Environmental Sciences,Political Science,68,76,1,0,NA
4999,781388,Male,24,184,80.1,Protestant,1.11,5th,Economics and Finance,Social Sciences,68,67,1,1,55899.4617035415
5000,656976,Male,19,190,89.3,Protestant,1.35,2nd,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
5001,634061,Male,21,176,79.4,Catholic,2.1,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
5002,706463,Male,19,184,80.9,Protestant,2.16,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
5003,329524,Female,18,165,66.1,Other,1.59,4th,Economics and Finance,Biology,66,67,1,0,NA
5004,583315,Female,25,160,64.1,Protestant,1.79,3rd,Environmental Sciences,Economics and Finance,68,71,1,0,NA
5005,286151,Male,19,193,96,Other,2.26,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
5006,895150,Male,54,175,74.7,Orthodox,1.24,6th,Mathematics and Statistics,Environmental Sciences,88,85,1,1,45702.8895747177
5007,883742,Female,21,159,63.9,Orthodox,1.15,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
5008,511967,Male,24,182,80.8,Protestant,2.51,6th,Mathematics and Statistics,Biology,86,91,1,1,54680.6528294103
5009,210214,Female,22,160,66,Catholic,1.88,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
5010,360918,Male,24,174,73.7,Protestant,2.63,1st,Social Sciences,Biology,NA,NA,0,0,NA
5011,342734,Male,21,176,77.3,Protestant,2.12,4th,Mathematics and Statistics,Economics and Finance,90,89,1,0,NA
5012,262935,Male,22,186,85.6,Catholic,3.07,3rd,Biology,Political Science,75,75,1,0,NA
5013,111933,Female,19,161,66,Protestant,1,1st,Political Science,Environmental Sciences,NA,NA,0,0,NA
5014,321549,Female,20,163,61.7,Orthodox,1.1,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
5015,950056,Male,19,187,86.6,Other,2.63,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
5016,172286,Female,19,161,64.4,Other,3.03,3rd,Biology,Economics and Finance,66,82,1,0,NA
5017,536908,Male,19,175,76.6,Catholic,1.72,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
5018,653289,Female,23,147,57.1,Orthodox,3.51,4th,Biology,Mathematics and Statistics,67,82,1,0,NA
5019,857227,Male,19,187,88.1,Protestant,1.03,4th,Biology,Political Science,85,75,0,1,49976.937145741
5020,695657,Female,19,158,64.8,Catholic,2.22,6th,Environmental Sciences,Economics and Finance,78,73,1,1,25272.7024782262
5021,471941,Female,21,163,68.1,Protestant,2.78,1st,Biology,Economics and Finance,NA,NA,0,0,NA
5022,143448,Female,23,174,78.2,Other,1.59,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
5023,851314,Male,21,183,83.8,Other,1.15,5th,Economics and Finance,Social Sciences,67,61,1,0,NA
5024,939206,Male,19,177,78.6,Other,1.89,1st,Biology,Social Sciences,NA,NA,0,0,NA
5025,473749,Female,22,145,61.4,Protestant,2.01,>6th,Political Science,Environmental Sciences,58,53,1,1,47791.2196969396
5026,705074,Male,19,194,94.1,Muslim,1.98,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
5027,606079,Female,23,166,70.7,Catholic,1.7,3rd,Economics and Finance,Biology,62,60,0,0,NA
5028,412081,Male,22,170,73.3,Catholic,1.17,3rd,Economics and Finance,Environmental Sciences,70,79,1,0,NA
5029,296261,Male,20,172,72.5,Other,2.13,3rd,Environmental Sciences,Economics and Finance,64,71,1,0,NA
5030,887988,Male,21,178,75.5,Catholic,1.68,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
5031,989901,Male,23,185,84.6,Protestant,2.97,3rd,Economics and Finance,Biology,69,64,0,0,NA
5032,235849,Female,25,164,68,Catholic,3.82,2nd,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
5033,735479,Female,22,162,64.8,Catholic,1.61,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
5034,946392,Female,20,165,70.3,Other,3.08,2nd,Biology,Social Sciences,NA,NA,0,0,NA
5035,780718,Female,23,164,70.8,Catholic,1.31,3rd,Mathematics and Statistics,Social Sciences,87,94,1,0,NA
5036,846516,Male,20,186,85.4,Other,2.58,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
5037,237546,Male,24,178,76.9,Catholic,2.27,3rd,Environmental Sciences,Political Science,76,81,0,0,NA
5038,935904,Female,22,161,67.5,Orthodox,2.66,3rd,Political Science,Biology,51,39,0,0,NA
5039,241774,Male,43,183,78.8,Protestant,3,3rd,Mathematics and Statistics,Environmental Sciences,89,89,0,0,NA
5040,578033,Male,25,195,94.3,Other,1.32,4th,Biology,Mathematics and Statistics,72,73,1,0,NA
5041,709928,Male,20,179,78.2,Catholic,1.11,4th,Mathematics and Statistics,Social Sciences,87,91,1,1,52383.9140439216
5042,498312,Female,20,155,61.3,Protestant,1.57,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
5043,347175,Male,23,177,74.2,Catholic,1.21,4th,Mathematics and Statistics,Biology,90,90,1,1,46574.0242565399
5044,588043,Male,19,183,79,Other,1.63,6th,Economics and Finance,Mathematics and Statistics,59,69,0,0,NA
5045,657949,Male,44,172,71.8,Muslim,2.6,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
5046,356463,Male,20,189,83.7,Other,2.35,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
5047,374123,Male,22,188,86.8,Other,2.25,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
5048,225688,Male,23,175,76.6,Orthodox,1.94,6th,Mathematics and Statistics,Political Science,89,85,0,1,45294.8399438556
5049,557092,Male,20,176,74.7,Other,1.22,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
5050,461624,Male,19,168,66.9,Other,1.03,4th,Social Sciences,Political Science,37,42,0,0,NA
5051,756673,Female,22,161,69.1,Catholic,1.99,4th,Economics and Finance,Biology,62,64,0,0,NA
5052,477380,Female,21,164,67.2,Other,2.48,1st,Political Science,Economics and Finance,NA,NA,0,0,NA
5053,409895,Male,20,176,71.9,Catholic,2.02,5th,Economics and Finance,Mathematics and Statistics,71,64,1,0,NA
5054,825005,Male,18,165,71.5,Catholic,1.26,3rd,Mathematics and Statistics,Social Sciences,83,89,0,0,NA
5055,399739,Male,21,166,68.8,Other,1.24,5th,Economics and Finance,Biology,77,61,0,1,39436.5492498933
5056,337281,Female,21,170,65.5,Protestant,2.46,6th,Environmental Sciences,Political Science,71,85,1,1,27338.0250571794
5057,729022,Female,22,158,64.8,Other,2.55,3rd,Biology,Economics and Finance,76,73,0,0,NA
5058,509783,Male,25,186,84.1,Catholic,2.55,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
5059,907033,Female,24,176,71.1,Other,3.53,3rd,Social Sciences,Mathematics and Statistics,39,44,1,0,NA
5060,217072,Male,23,181,81.6,Other,1.52,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
5061,562394,Female,22,157,62.1,Catholic,1.47,4th,Social Sciences,Mathematics and Statistics,43,36,1,0,NA
5062,365983,Male,20,186,83.7,Protestant,2.43,3rd,Biology,Social Sciences,74,75,1,0,NA
5063,884888,Female,21,156,60.1,Other,3.15,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
5064,470239,Male,21,176,76.7,Other,1.58,2nd,Political Science,Biology,NA,NA,0,0,NA
5065,680735,Male,20,175,74.9,Catholic,2.33,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
5066,369190,Female,25,163,66.1,Orthodox,2.1,3rd,Environmental Sciences,Political Science,68,78,1,0,NA
5067,626936,Female,23,166,67.3,Other,1.48,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
5068,257494,Female,19,168,67.5,Catholic,2.34,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
5069,448228,Female,22,166,70.7,Catholic,2.89,4th,Biology,Mathematics and Statistics,75,75,1,0,NA
5070,337171,Female,20,164,64.4,Catholic,1.44,2nd,Biology,Economics and Finance,NA,NA,0,0,NA
5071,753338,Male,29,188,87.8,Orthodox,1.08,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
5072,644897,Female,21,171,69,Other,1.3,3rd,Biology,Mathematics and Statistics,78,72,1,0,NA
5073,389584,Male,23,180,74,Catholic,1.36,6th,Mathematics and Statistics,Environmental Sciences,88,87,1,0,NA
5074,132839,Female,23,153,60.6,Catholic,3.05,6th,Economics and Finance,Mathematics and Statistics,68,70,1,1,38048.2928434786
5075,523882,Male,19,170,67.9,Catholic,2.1,1st,Political Science,Biology,NA,NA,0,0,NA
5076,264150,Female,25,158,64.3,Catholic,1.73,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
5077,261700,Male,19,178,74.2,Protestant,2.93,6th,Environmental Sciences,Political Science,76,72,1,1,39789.5692529704
5078,503883,Female,23,166,68.8,Catholic,3.15,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
5079,487846,Female,25,149,60.9,Catholic,1.33,3rd,Political Science,Mathematics and Statistics,63,57,0,0,NA
5080,503133,Male,24,178,76.6,Other,1.25,5th,Biology,Environmental Sciences,80,83,0,0,NA
5081,161471,Female,19,154,60.7,Protestant,1.02,3rd,Environmental Sciences,Biology,72,64,1,0,NA
5082,798245,Female,26,152,57.9,Catholic,1.6,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
5083,243793,Female,24,168,69,Other,1.25,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
5084,815956,Female,21,164,64.7,Other,1.49,6th,Political Science,Economics and Finance,52,44,0,1,26950.5584097666
5085,536998,Female,22,154,58.3,Other,2.52,4th,Economics and Finance,Environmental Sciences,61,72,1,0,NA
5086,138592,Male,20,179,73.3,Other,1.02,2nd,Economics and Finance,Mathematics and Statistics,NA,NA,0,0,NA
5087,129808,Female,20,169,70.8,Protestant,3.6,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
5088,728341,Female,20,163,68.8,Protestant,1.46,4th,Environmental Sciences,Social Sciences,66,71,1,0,NA
5089,114909,Female,53,176,75.3,Other,1.02,1st,Biology,Social Sciences,NA,NA,0,0,NA
5090,484886,Male,21,187,79,Protestant,1.11,3rd,Environmental Sciences,Biology,67,79,0,0,NA
5091,695597,Female,24,156,58.8,Catholic,3.41,1st,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
5092,772749,Female,21,156,61.6,Protestant,1.26,3rd,Social Sciences,Economics and Finance,46,43,1,0,NA
5093,538748,Male,21,180,77.3,Other,2.56,3rd,Social Sciences,Economics and Finance,46,54,1,0,NA
5094,641618,Female,19,162,66.7,Catholic,3.76,3rd,Environmental Sciences,Political Science,71,69,1,0,NA
5095,824432,Female,22,166,68.8,Other,1.51,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
5096,117834,Male,21,182,78.8,Protestant,2.69,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
5097,927542,Female,24,156,63.3,Other,2.32,3rd,Biology,Political Science,80,78,1,0,NA
5098,206456,Female,24,162,69.6,Other,2.89,3rd,Biology,Environmental Sciences,78,79,0,0,NA
5099,599443,Male,20,181,77.2,Catholic,1.48,3rd,Environmental Sciences,Political Science,75,79,1,0,NA
5100,501070,Male,19,173,72.1,Catholic,1.7,4th,Political Science,Environmental Sciences,53,58,1,0,NA
5101,529136,Male,20,183,80.1,Other,1.71,>6th,Mathematics and Statistics,Biology,91,92,0,1,54494.9355996639
5102,627235,Male,21,179,77,Other,3.59,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
5103,270858,Female,21,166,70.9,Protestant,1.18,4th,Social Sciences,Mathematics and Statistics,42,45,0,0,NA
5104,896401,Female,20,156,65.5,Catholic,1.76,3rd,Political Science,Environmental Sciences,55,57,0,0,NA
5105,967955,Female,21,164,69.5,Catholic,2.13,4th,Mathematics and Statistics,Biology,87,90,1,0,NA
5106,969712,Female,18,173,71.5,Catholic,2.75,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
5107,641079,Female,22,162,65.3,Other,2.16,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
5108,898358,Female,21,160,68.8,Catholic,2.21,6th,Political Science,Biology,58,58,1,0,NA
5109,507465,Male,23,178,77.3,Catholic,1.32,4th,Political Science,Biology,52,58,0,0,NA
5110,784420,Female,22,148,60.8,Catholic,2.19,2nd,Social Sciences,Biology,NA,NA,0,0,NA
5111,956428,Female,23,170,68.1,Other,1.17,2nd,Biology,Social Sciences,NA,NA,0,0,NA
5112,965541,Female,25,171,72.7,Protestant,1.23,2nd,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
5113,690462,Male,23,176,74,Other,2.43,3rd,Economics and Finance,Political Science,73,74,1,0,NA
5114,383857,Male,22,168,71.6,Protestant,3.93,2nd,Mathematics and Statistics,Economics and Finance,NA,NA,0,0,NA
